s.no,text,stanford_sentiment,stanford_qa
1308,Not we just have to prepare a call to action!,negative,Q
1309,Excellent event - very informative.,neutral,unpredcitable
1310,Both very good talks. Thanks for the meetup.,positive,unpredcitable
1311,conflicted,neutral,unpredcitable
1312,Excited to listen and converse,positive,unpredcitable
1313,I'm actually a maybe.  mI may go to SJ tomorrow.,neutral,unpredcitable
1314,Thanks.  Always great MeetUps!,positive,unpredcitable
1315,Sorry can't attend physically this time.,neutral,unpredcitable
1316,"Inga, thanks for organizing.
This is a topic I am very interested in.",positive,unpredcitable
1317,"It was really good, thanks to have shared your experience guys!",positive,unpredcitable
1318,Looking forward to this!,neutral,unpredcitable
1319,Can I attend remotely?,negative,Q
1320,"These meetups are not streamed, but usually speakers will share slides.",negative,unpredcitable
1321,looking forward to seeing everyone,neutral,unpredcitable
1322,"It was really good, thanks to have shared your experience guys!",positive,unpredcitable
1323,Really look forward to hearing some good speakers!,positive,unpredcitable
1324,openstack.org/wiki/??,neutral,unpredcitable
1325,Wiki.openstack.org/wiki/raksha,neutral,unpredcitable
1326,What was the link for the Lightning talk on DPaaS?,neutral,Q
1327,"Sorry I couldn't stay longer last night! I arrived late due to my inability to read directions properly, and had to leave early due to a prior engagement. If anyone's interested in the O'Reilly Velocity Conference in NY (Oct 14-16) however, I'd love to chat! Drop me a line. Cheers!",negative,unpredcitable
1328,"Great meetup last night. Here is the link to the GlusterFS presentation: http://goo.gl/SKJmXG

SolidFire link coming soon",positive,unpredcitable
1329,"Please note registrations have crossed max seating capacity. If everyone shows up, there may be standing room only! Please try and come early to secure a seat.",negative,unpredcitable
1330,Learn,neutral,unpredcitable
1331,Ill be remote,neutral,unpredcitable
1332,Great stuff Jon! Got a lot of good take aways from the talk. Thank you for putting it together.,neutral,unpredcitable
1333,"I could do a talk on Puppet.  I am not a master yet, but have been using it for some time now.",neutral,unpredcitable
1334,"Joh, we're looking to fill September.  You interested in putting something together for that month?  I'd love to get some local talent speaking in addition to bringing in outside people.  This is supposed to be all about local tech people getting together and discussing technologies after all.",,
1335,"Yes, I would be more than happy to.",positive,unpredcitable
1336,Haha hey dude!! It is? I'm sure it's yours! ;) Next time!!,neutral,Q
1337,"Yes, I am using Puppet in master/client mode, as well as workstation management with the Puppet agent in masterless mode.  As far as Chef, I am not well versed in and just started learning it.   I picked Puppet for the DSL, and it was really what I was reading about at the time and fell in love with it.",negative,unpredcitable
1338,Which OSes do you use puppet on? I mainly use it on OS X.,neutral,Q
1339,"Linux, OS X, and Windows",negative,unpredcitable
1340,"Excellent. I manage OS X only at the moment, with a linux node or two at home just for fun.",positive,unpredcitable
1341,"If your not a master, are you using Puppet Master daemon. Do you have any comparisons to Chef as to why you picked Puppet instead ?",negative,Q
1342,This topic definitely has some interest but it needs a speaker.  Is there anyone interested in providing a talk on this subject?  We're looking for something for September at this point.,neutral,Q
1343,"I've used Puppet for OS X Server configuration, but I do not have any experience with Chef.  I think this would definitely make for an interested discussion.",negative,Q
1344,Is this something you'd be interested in presenting on with your experiences?,neutral,Q
1345,"Not yet, but perhaps in the future.  I am not amazing at puppet right now and I've definitely not used it for managing linux servers.  I hope to be using Puppet 3.x and some Linux servers in the near future though.",negative,unpredcitable
1346,Interesting topic & one we've been through here at AWeber.  I think we could probably make this happen & provide some input on the topic!,positive,unpredcitable
1347,"am running a bit later than i'd hoped, but i'll be there soon!",negative,unpredcitable
1348,"Rats, I'm too far away. I will be out next month, but visiting is high on my list.",negative,unpredcitable
1349,Sorry I have to stay late for a new project at the office. Hope to meet everyone at the next event.,negative,unpredcitable
1350,"Shucks, my sitter canceled on me. I hope you'll have another hack night soon.",negative,unpredcitable
1351,"Bummer! We will have one next month, so we'll see you then.",positive,unpredcitable
1352,I will definitely be there.,neutral,unpredcitable
1353,My baby sick ... can't attend ... next time ... :'(,negative,unpredcitable
1354,"Oh no, we'll be sending over some feel better and get well soon thoughts!",positive,unpredcitable
1355,Can't wait ... got a new project ...,neutral,unpredcitable
1356,GREAT!!!,neutral,unpredcitable
1357,"Something came up... happy hacking, ladies!",positive,unpredcitable
1358,Can't wait ... got a new project ...,neutral,unpredcitable
1359,Decent overview of recently announced services. Looking forward to trying out cloudtrail.,negative,unpredcitable
1360,Lightening talks a my favorite events!,positive,unpredcitable
1361,"I'll be at the Docker hackday, as well.  bummer.",neutral,unpredcitable
1362,Wish I could make this one but it's on the same day as the next Docker hackday.,negative,unpredcitable
1363,Yey thanks a lot!,neutral,unpredcitable
1364,Yay!,neutral,unpredcitable
1365,Thanks a million!!,positive,unpredcitable
1366,Kyle rocked my socks.,neutral,unpredcitable
1367,"Thanks Kyle,  great talk. BTW Laurie is a dude.",positive,unpredcitable
1368,AH crap! Sorry @lozzd !,negative,unpredcitable
1369,"Great talk, perfect level of technical detail!  Can't wait for the slides and video to send coworkers who couldn't attend.  Thanks!",positive,unpredcitable
1370,Lots of good information and discussioin,positive,unpredcitable
1371,"It was great to meet a few of you last night, and thanks for the great presentation, Kyle! Here's the discount for Velocity that I mentioned: SFDEVOPS20 will get you 20% off any registration package. For more information, go to http://oreil.ly/Q6cftW",positive,unpredcitable
1372,A very technical discussion skillfully presented in a clear and engaging manner.,neutral,unpredcitable
1373,+1 Yes very good presentation.  Thanks Kyle for talking and Yelp for hosting. Well done.,positive,unpredcitable
1374,"That was a presentation well worth attending.  Looking forward to the slides and video.  Also, a question I thought after the presentation.  I noticed ethernet taps and ipads attached to the taps, I wondered if they had monitoring for temp or ""keg remaining"", and if so, were they still on the legacy nagios system, or had been migrated to sensu.  :)",positive,unpredcitable
1375,"Thanks everyone for coming! Stay tuned for the video of tonight's presentation- the link will be up in the next couple of days. In the meantime, submit talks of your own if you've got a story to tell!",positive,unpredcitable
1376,See you all tomorrow!,positive,unpredcitable
1377,"Should I not show up if I question why bother when you can use Puppet to automake a dynamic Icinga+pnp4nagios infrastructure, with actively developed off-the-shelf puppet modules from Github? :)",negative,Q
1378,"Being that your personal http://www.boldandbusted.com/ Web site doesn't even return any data, perhaps it's time for you to consider trying some new monitoring tools.  ;)",negative,unpredcitable
1379,Sweet. There's my answer.,positive,unpredcitable
1380,"Well, that is one answer I guess? 

A different answer, is that Sensu's architecture allows for *really* dynamic checks, to empower self-service and real time ephemeral EC2 monitoring. 

While I won't be comparing Sensu to other tools in this talk, hopefully it will be obvious when you see it, you will be like, ""Oh, Nagios can't really do that.""",unpredcitable,Q
1381,"Hi everyone,

Sorry for the delay - the videos from the London DevOps Meetup #2 are now online at https://www.youtube.com/playlist?list=PL-JvSFEhoWGf1oSmSDMHkcJeCRkMABBbh

Still quite new to this video processing lark, so please let us know what you think, both about the videos and the meetup in general.

Hope to see you at the next one - at moo.com on Thursday 13th November.  I'm off to buy some cookie ingredients now. :)",negative,unpredcitable
1382,Hey guys. You can find the slides from my talk here: http://www.slideshare.net/nathariel/monitoring-microservices-platform-40373428,neutral,unpredcitable
1383,Great presentations and even greater cookies! Looking forward for the next one!,positive,unpredcitable
1384,"Excellent presentations and people, thanks and looking forward to the next one! :)",positive,unpredcitable
1385,Great second meet! Looking forward to the next one!,positive,unpredcitable
1386,"Great to see so many there, great presentations and a nice ripe and sweaty room for us to geek out in!",positive,unpredcitable
1387,"Great presentations, nicely prepared! Looking FW for the next meetup :-)",positive,unpredcitable
1388,Excellent stuff. Good to see everyone.,neutral,unpredcitable
1389,Excellent stuff. Good to see everyone.,neutral,unpredcitable
1390,"Enjoy the cookies, and tweet @Nankydoodle if you like them (or if you don't) :-)",positive,unpredcitable
1391,Lll,neutral,unpredcitable
1392,Fantastic evening with excellent presentations. Thank you!,neutral,unpredcitable
1393,Good start. Refreshments from the word go! Well done eSynergy and good to see so many DevOps enthusiasts.,positive,unpredcitable
1394,So we started. Quite few people Turner up,neutral,Q
1395,"stuck with emails ;-(, can't make it",negative,unpredcitable
1396,Can't make it anymore :(,neutral,unpredcitable
1397,"Sorry y'all, stuck at work - hope it's a good one!",negative,unpredcitable
1398,"Ahh, that time it was your turn for beers!",neutral,unpredcitable
1399,"Hate having to ditch at the last moment, but such is life. Have to look forward to the videos going up and catch you all next time.",positive,unpredcitable
1400,"Heart stops play, so I won't be going. The only good thing is that it is't my heart...",neutral,unpredcitable
1401,"Looking forward to next week's meetup!  I'll be in town for Chef Week London which includes intermediate training, a community summit, and a hackday!  Mandi Walls wrote a bit about all three in a recent blog - https://www.getchef.com/blog/2014/10/08/crossing-the-pond-chef-summit-london-2014/  When you register, use discount code CHEFWEEK to save!",negative,unpredcitable
1402,Hope you can make it!,neutral,unpredcitable
1403,Sorry - cannot attend as I am speaking elsewhere :(,negative,unpredcitable
1404,"No worries Matthew, you will be missed!",neutral,unpredcitable
1405,If you couldn't make it out - we're streaming live - https://plus.google.com/app/basic/stream/z123tnqhrr21unk0z23uv5yqizf2zdjof04?cbp=1fnkvzluddts8&sview=2&cid=5&soc-app=115&soc-platform=1&spath=%2Fapp%2Fbasic%2Fstream,neutral,Q
1406,Is there a cover fee?,neutral,Q
1407,"No :-) come one - come all :-) just be advised, as I was asked - this is independent of the DevOps Enterprise event and does not in any way grant access to that. To register for the event itself use the discount link. Thanks!",negative,unpredcitable
1408,"Great meetup last night, thanks to everyone who attended.

If you are looking for a new opportunity (contract or permanent) or building out your team, please get in touch with me adele.green@esynergy-solutions.co.uk 

eSynergy are an IT recruitment agency specialising in the Open Source space.",negative,unpredcitable
1409,"Links for a few things I mentioned while rambling...

1) Notes from this year's Chef Summits

https://github.com/opscode/chef-summit-2014/wiki

2) Proposal for a Chef StackExchange site

https://github.com/opscode/chef-summit-2014/wiki/Proposed-Chef-Stack-Exchange-Community

3) cfgmgmtcamp 2015 - http://cfgmgmtcamp.eu/

The first edition of this conference (earlier this year) was great, and I'm looking forward to the next one.  Registration isn't open yet, but the call for papers is - deadline, 1st of December.",negative,unpredcitable
1410,"This is the Gilded Rose kata that I mentioned. The tests are missing, so it's a good exercise in writing the tests before you begin refactoring:

https://github.com/emilybache/GildedRose-Refactoring-Kata",negative,unpredcitable
1411,"I've now put the refactored infracode I showed on

https://gist.github.com/hemalvarambhia

I'll be adding more soon. I hope readers find the rspec matchers useful.",negative,unpredcitable
1412,James's talk: http://meetupvideo.com/2015/05/12/the-intersection-of-devops-and-continuous-security/,neutral,unpredcitable
1413,A bonus to meet the Chef CEO,neutral,unpredcitable
1414,Great to see the involvement of Chef in the UK. Keep it up guys. :),positive,unpredcitable
1415,Is registration via the SkillsMatter website?,neutral,Q
1416,"No - on here, it's not being held at Skills Matter this time.",negative,unpredcitable
1417,"Thank you for having me! That was a lot of fun and i really enjoyed the other talks. I'll definitely be using oboe and am curious what comes next in luda mare! If there are any meteor people out there, the package i made to do the navigation aspects of those dashboards is at bgrayburn:dashboarder. The stock dashboard code can be found at http://github.com/bgrayburn/bitboard",positive,unpredcitable
1418,Eric's game: http://coconut.xen.prgmr.com/bw/ludumdare2015/,neutral,unpredcitable
1419,Tonight's talks https://youtu.be/V7U6biegvpA,neutral,unpredcitable
1420,Sounds like a great event! Is it also open to women who don't know how to code/program but are looking to learn??,unpredcitable,Q
1421,"Hi guys. https://codinghouse.co/challenges/13. stuck in this challenge. done the first part of it to change the div color randomly. but what does the secon (Then invert the DIVs background color using the function below, and use the inverted color for the font on that DIV.) Any help would  b appreciated. thanks",negative,unpredcitable
1422,"Thanks to everyone for coming out and sharing your insight!  Here is a link to my slides on Measurement - alot of slides, but some good examples/ideas/options for you and your program - good luck!  https://dl.dropboxusercontent.com/u/20561984/Metrics%20by%20WIP%20Evanglist%20Meetup%20Mar22-16.pdf",negative,unpredcitable
1423,"Great talks, good group, and thanks to Samsung for the space and tasty dinner.  Thanks everyone.",neutral,unpredcitable
1424,"Great info from two awesome speakers! Good food, too :-)",positive,unpredcitable
1425,"Here are more details about the upcoming DevRelCon:

http://sf2016.devrel.net/

Register to meet other like minded people.",neutral,unpredcitable
1426,"I promise to stop railing against Scrum. All the same, this is the video I promised to share:

https://www.youtube.com/watch?v=hG4LH6P8Syk",negative,unpredcitable
1427,"Someone was asking about dependency visualization:
http://structure101.com for Java, .NET, and others
http://www.ndepend.com for .NET
http://www.jarchitect.com for Java

NDepend and JArchitect are essentially the same product. They both have the classic dependency structure matrix and a dependency visualizer that i am not fond of. They also have a query language that should allow us to query properties of our jar files/assemblies. This feature sounds cool but I have not used it.

Structure 101 has a great UI and restructuring (like refactoring but different) facilities that are out of this world. Be sure to watch the videos. I am just now getting started with it.",,
1428,Thanks Bogdan and the rest of participants for such an interesting meeting and discussion on SRP and other SE topics.,positive,unpredcitable
1429,excellent. I predict that this group is going to have some of the best events: you're not going to meet Ken Schwaber but you will get to chew on profound ideas.,positive,unpredcitable
1430,"will not make it tonight, various road closures in the Santa Cruz mountains. Next time.. enjoy!",negative,unpredcitable
1431,"Thanks for letting me know, Ray. See you at the next event!",positive,unpredcitable
1432,Santa Cruz? apologies: rough trip. sounds like there's room for a new chapter.,unpredcitable,Q
1433,"Hello, everyone! Thank you all for coming out if you made it! Do stay in touch and feel free to introduce yourselves here if you like!

I'm mostly accessible here if you want to join our community: https://bit.ly/metis-community-slack",,
1434,"thanks for a great meetup! it was a lot of fun as always, and I appreciated the spirited conversations :)",neutral,unpredcitable
1435,AWESOME location. AWESOME talk. AWESOME socks.,positive,unpredcitable
1436,YEAH! i have been waiting for this.,neutral,unpredcitable
1437,"hi everyone! It was great to meet you last night. In case the slides went by too quickly, here's the info about REdeploy:

August 16-17, San Francisco
(venue announcement coming soon!)
https://re-deploy.io
@REdeployConf

Early Bird ticket prices are good through June 30
15% off discount code: SFRE8

Hope to see you in August!",negative,unpredcitable
1438,Great,neutral,unpredcitable
1439,"Good question! I've asked our Microsoft hosts, and will update when I hear back.",neutral,unpredcitable
1440,"Yes, bikes are ok but we don’t have bike parking. There is a lot of open space where you can set a bike. 

You will have to use the service elevator. There should be a call button on the back door.

 Hope that helps!",negative,unpredcitable
1441,"@Tilde, thank you for inquiring about bikes. Your reply is very helpful. Looking forward to the event tonight :)",positive,unpredcitable
1442,Is there a topic/speaker lineup for the meetup tomorrow yet?,neutral,Q
1443,Hello! Could someone reach out to me directly about this event? Thanks!,unpredcitable,Q
1444,"Oops, has anybody already reached out to you?",neutral,Q
1445,"I did, I hope I answered Rachel's questions.",neutral,unpredcitable
1446,Is there coffee?,neutral,Q
1447,Across the street,neutral,unpredcitable
1448,https://github.com/mjang/communityMG19 GitHub repo for notes,neutral,unpredcitable
1449,"Wow, this agenda is awesome! I am so excited to learn from and share with you all, tomorrow!",positive,unpredcitable
1450,"Hi everyone - tomorrow we will be at the F-rooms at the Convention Center. Those of us doing set up plan to be there at 8:30am, with the presentations starting at 9am.  Leave a comment with any questions.",negative,unpredcitable
1451,"Hi, is there a recording for this event? I worked directly in this domain and it's too bad I missed it",negative,Q
1452,+1,neutral,unpredcitable
1453,Hi is this GOOGLE Event for beginners or only  intermediate and advanced people doing coding or design?,neutral,Q
1454,Only if you are a 10x Dev and a design master so pretty much a Unicorn I’d say ;),neutral,unpredcitable
1455,There is a bit of credible and hands-on information... https://www.haikuforteams.com/learn/,positive,unpredcitable
1456,"Unfortunately I can’t make it as we have a team dinner, if it will be recorded love to see the video.",negative,unpredcitable
1457,All levels are welcome!,positive,unpredcitable
1458,I'd love to see my video!,neutral,unpredcitable
1459,"I take this as a ""yes"" to posting on our YouTube channel, Pracheeti? 🎬",neutral,Q
1460,sure,neutral,unpredcitable
1461,I had been registered but never received a confirmation. This meet up starts getting disbobulated,negative,unpredcitable
1462,Ghost in a shell I assume))). Would be honored to attend and meet likeminded.,neutral,unpredcitable
1463,"Hi, just wondering if the talks were recorded? Any more pictures from the event? Will they be posted here?",neutral,Q
1464,"Hello Pracheeti, at this time we are not recording any sessions due to certain restrictions, we are looking into it seriously as  our community is growing.",negative,unpredcitable
1465,"Hi all - so Donna Cheng joined us officially as an assistant org last month, and has been doing a fantastic job taking pictures and capturing media for documenting our events.

She *might* have some video of the talks (and definitely has pictures). We are just working out the details on how to post these -  so do check back. We don't have a formal process yet but we're working on it  -- hoping to have video options for future events.",positive,unpredcitable
1466,"Good afternoon, i'm a freelance multimedia journalist and writer. I would love to assist in capturing media and possibly writing/filming a recap of the sessions for the members that are interested in viewing or for those that couldn't make it.  Please let me know if I could be of any assistance to Donna or at all. Best!",negative,unpredcitable
1467,"Thanks, Sunni. If you want to volunteer to write a long recap of the speaker's presentations, that would be great. Perhaps we'll leave it open for other members to add links or comment with their experience or insights. (The limitations of the Meetup platform are showing.) Maybe we should start a blog that would link from the GDG Twitter account. I'll have to clear this new option with the other organizers of the when and the how implementation. Cheers!",negative,unpredcitable
1468,"I love the idea. Donna and Sunni - would it be worth having a chat offline about this? We have a couple of options that we can immediately explore to do this! Sunni - if you DM us (e.g. message me on Meetup) and share your email address, we could start a thread to chat more?",neutral,Q
1469,"Slides here --> http://bit.ly/2scC3vm

and helpful resources to get you up and running

https://github.com/googlesamples/android-WearComplicationProvidersTestSuite

https://github.com/googlesamples/android-WatchFace",negative,unpredcitable
1470,"Thank you, Nelmer :)",positive,unpredcitable
1471,"Thank you everyone for attending our Meetup
Please take a min to fill in the survey and also add suggestions for us to improve your experience for our future events. 

Please pick GDGNYC
Survey link: http://bit.ly/gdgsurvey",positive,unpredcitable
1472,"Thanks for coming out, folks!

My Web @ I/O slides are at https://goo.gl/X5hl0G

The Web @ I/O YouTube playlist (all 28 session videos) is https://goo.gl/L0GVSs",negative,unpredcitable
1473,"Thank you, Jeffrey",neutral,unpredcitable
1474,"Thanks guys, it was great seeing you. Would love to see something on the infrastructure side. Please include latest technologies Google is working on, in SDN and infrastructure domains, whatever the speakers can shed light on. 

Would really appreciate if you can make this more of a conversational event, as compared to a classroom event.",positive,unpredcitable
1475,I'm accessing the recorded live stream through the Periscope app by following The Practical Dev group. You can also click on the group's Twitter post about the event.,negative,unpredcitable
1476,"Hello Rohit, as mentioned yesterday we will not have any insight into the secret sauce than what was published in white papers. 

We will try to find some engineers and possibly schedule a session in our future meetup's. Mostly all our quite conversational, will like to discuss what made you feel talks as classroom events. Thanks again",,
1477,We can explore this sure!! Can you identify specific topics and/or speakers you are interested in? We can try to connect accordingly.,unpredcitable,Q
1478,"For those who want to see my slides (including all the links and references), they're available at http://prisoner.com/ubi/",neutral,unpredcitable
1479,"I just wanted to say I'm running late, but on the way!",neutral,unpredcitable
1480,"Also please join our SLACK team by going to 
http://gdgny.herokuapp.com/

Once you're, feel free to join the #google-home-assistant channel there if you want to brainstorm ideas for the Challenge or have questions/comments.",negative,unpredcitable
1481,"I just want to add that I'm monitoring that slack channel, and I REALLY want someone from our GDG to win a prize with the Challenge. I'll be doing all I (legally) can to help you develop Awesome Actions. It isn't hard - you can do it!",,
1482,Sorry. I can't make it today's event. I will go to the next event. Someone can take my spot.,positive,unpredcitable
1483,Sorry. Last minute thing. Changed my RSVP.,negative,unpredcitable
1484,"Hello! I cannot make it either - now have a conflict, updated my RSVP to no. Have a great meet up, see you next time.",negative,unpredcitable
1485,"Gutted, but i m at home sick - changed my attendance to no",negative,unpredcitable
1486,@RalphYozzo could you free up her space so that some of us on waitlist can attend? Thank you @Aleksandra !,neutral,Q
1487,"Hi! Me aswel, I registered like 9 days ago and am still on the waitlist??? Why?",neutral,Q
1488,"Hello!
I am unsure of how the waitlist works. Would I receive an email if I am able to attend?",negative,Q
1489,"Hi Nitya, This will be my first google IO event, what should i bring to the event to confirm my reservation?",negative,Q
1490,"Nitya, mind cross checkin if my name was confirmed for code labs and the session. I think I have probably seen a note about it but can't seem to find the email. Thanks",negative,unpredcitable
1491,"Hello Atin, if you are confirmed for session, you are for code labs as well. You are confirmed for today's events.",negative,unpredcitable
1492,I changed my status for today. I won't be able to make it.,neutral,unpredcitable
1493,"Unfortunately, I'll not be able to attend the meetup today. Changed by rsvp to No",negative,unpredcitable
1494,"Hello Nitya,
When do we get the confirmation for this event. I'd like to attend the codelabs, but still showing up under waitlist.

Thanks.!",negative,unpredcitable
1495,"Hello Saranraj, thanks for your interest in our event. Unfortunately, we will not be able to confirm anyone for this event due to space constraints. We extremely sorry for this inconvenience and hope to see you for our future events.",positive,unpredcitable
1496,Thank you ..,neutral,unpredcitable
1497,"Are we allow to attend the codelabs, while in the waiting list.",neutral,unpredcitable
1498,Hi!  Do you have bike parking or could I bring my bike in the building?,neutral,Q
1499,"https://github.com/MichaelSolati/funWithMaps
michael@checkmatecreations.com",neutral,unpredcitable
1500,"When you arrive, look out for signs for the Meteor Meetup to find us!",neutral,Q
1501,Will this be recorded?,neutral,Q
1502,Turns out the PracticalDev folks are livestreaming it ..,neutral,unpredcitable
1503,I missed most of it. Just got to see the final beatdown 😛 Would be great to hear the entire meetup!,negative,unpredcitable
1504,"Awakash, like Nitya mentioned PracticalDev live streamed. We will update link as soon as they share recorded session with us.",negative,unpredcitable
1505,Here is it folks: https://twitter.com/ThePracticalDev/status/862072846620610560,neutral,unpredcitable
1506,And also another link in HD: https://www.pscp.tv/w/1PlJQAqyYBBJE,neutral,unpredcitable
1507,Wow Donna! Thanks for sharing the pics/link.,positive,unpredcitable
1508,please tell the names of the speakers from Google and Facebook. thanks,positive,unpredcitable
1509,"Team Angular
Mike Solati
Ryan Provost

Team React
Drew Bourne
Chad Marciniak",negative,unpredcitable
1510,"Awesome, MeetUp! What's next? VueJS vs ReactJS",unpredcitable,Q
1511,Live Streaming Now! - https://www.pscp.tv/w/1PlJQAqyYBBJE,neutral,unpredcitable
1512,"https://twitter.com/donnachengnyc/status/862067866857877504


Follow https://twitter.com/ThePracticalDev to watch the livestream as it happens..",negative,unpredcitable
1513,"Hi Nitya its sergeitemplar@gmail.com Sergei Templar, please email me the code as well at this email",negative,unpredcitable
1514,Hi Adam -- apologies just seeing this now. Check your meetup messages,negative,unpredcitable
1515,If I won't get a discount. Can I pay at the door?,neutral,Q
1516,"I have a broken arm, was in accident. May I get a promo code since I had to pay the huge hospital bill and don't have $10 extra. I'd appreciate if that would be emailed to sergeitemplar@gmail.com please let me know. I believe I did register a while ago",,
1517,"Hi all - since GA is ticketing this for us, I don't have as much control over checking who is registered or not. I will try to get the list by Friday so I can verify at the time.


Re: promo code. We do have one that we are sending out to a limited number of folks based on need. However, once we hit our target participation number, we will try to provide the code to you for registration on a first-come-first-served basis till venue capacity is met. 

(Note: this means that by the time we share that code, its possible there may be only a limited number of open seats left so no guarantees at that time..)",,
1518,Are we getting a promo code for the event? I've also filled the form for 17th,neutral,Q
1519,"I cannot afford a ticket at this time, was in the accident and have a broken hand , please advise",negative,unpredcitable
1520,"JUST A REMINDER: 
Please register on GA site https://generalassemb.ly/education/techduels-angularjs-vs-reactjs/new-york-city/35079",positive,unpredcitable
1521,"Hi Nitya,

I would like to request a code for ticket to event, please.  😊 

Thank you,

Diego Patino",negative,unpredcitable
1522,Added you to my list. Hope to reach out early next week once I get those codes :-),negative,unpredcitable
1523,I'll be away on trip. I am giving up my seat!,neutral,unpredcitable
1524,"Great people, great food, free stuff and learning along the way! However, the place was small and seats were not all focused toward the screen and the screen was pretty small in itself. The speakers were cool but it felt a little too advanced and I was lost during several parts of their presentation. I guess they all assumed we would know what they are talking about. If the description had a little info on what we should have known prior to coming, that would have been nicer. Other than that, fantastic event given that it's at no cost to you.",,
1525,Wonderful event as always! Learned a lot 😀,positive,unpredcitable
1526,"Thank you for inviting me, had a great time! Here are Sentinel's slides with links to all its HW and SW components. https://goo.gl/CvK7ZQ",positive,unpredcitable
1527,DevFest 2017 was amazing. Special thanks to the Organizers and Panelist. I look forward to the next one.,positive,unpredcitable
1528,I would like to say thank you to all speakers who took the time out to share their amazing passions/projects/work and to the organizers for hosting this fantastic event. I learned a lot and look forward to participating more in the future.,,
1529,So fun! I learned a lot,positive,unpredcitable
1530,"Thanks to the organizers, attendees, and other speakers for a great DevFest! Was great talking to many of you, and I hope to work with many of you as you develop some awesome actions. My slides are currently available at http://prisoner.com/ubi/, and I hope to have video from the event soon.",positive,unpredcitable
1531,Great event!  Looking forward to seeing you all again!,positive,unpredcitable
1532,Please note the updated information,positive,unpredcitable
1533,What a great and informative session. Awesome job and Thanks to each Presenter and the GDG Bronx Organizers - zurcjoe.,positive,Q
1534,a++++++,negative,unpredcitable
1535,A nice time was had by all,positive,unpredcitable
1536,Very good.,positive,unpredcitable
1537,Big thanks to our hosts for a great event. I thought I posted a link to my slides. I don't see it. (Have I mentioned I hate the android meetup app? ) JIC here it is http://tinyurl.com/y7wadltv,unpredcitable,Q
1538,It was pretty fun! Food was good and the speakers were fantastic!,positive,unpredcitable
1539,"Great topics, I loved the presentations and learned a lot about each presenter. Thank you Eva, Hendrix and nelmer for this wonderful event!",neutral,unpredcitable
1540,It was cool!,positive,unpredcitable
1541,"This Meetup was great, I loved all of the presentations and the innovative projects they were working on. I was introduced to great tools I didn't know we're available.",positive,unpredcitable
1542,Thank you ladies for hosting this great event- definitely looking forward to attending more in the future :),positive,unpredcitable
1543,"It was great to see & meet so many women entrepreneurs, developers hacking away... would love to attend more of these in the south bay!",positive,unpredcitable
1544,"Thank you, this is actually my first time.",positive,unpredcitable
1545,"How will we know if the wait list is opening up ? Will we get an email in advance , or do we need to be on site ?",neutral,Q
1546,"Hello Avi, thanks for your interest in our event. Unfortunately, we will not be able to confirm anyone for this event due to space constraints. We extremely sorry for this inconvenience and hope to see you for our future events.",positive,unpredcitable
1547,"I have jury duty on Monday. The case was supposed to end this week, but it's been pushed back a few more days. I'll definitely still be going, though I may be a bit late.",,
1548,"Thanks for updating, Hope to see you for our future events",positive,unpredcitable
1549,"Unfortunately I'm now sick and contagious =( Had to change my rsvp to a no. @Lakshma Devarapall­i, hope someone else can use my spot!",negative,unpredcitable
1550,"Thanks for updating, Get well soon. Hope to see you for our future events :)",positive,unpredcitable
1551,Please update your RSVP if you're not able to attend. I  on the waitlist and would like to participate!,negative,unpredcitable
1552,"Sent an email, can someone please get back to me. Thanks!",neutral,unpredcitable
1553,Hi Bev - apologies. I think I saw a meetup message from you but got sidetracked. Will respond on meetup thread now.,negative,unpredcitable
1554,hello! I'm new to the group but I was just wondering how much we have to pay for the events after we have RSVPed?,negative,Q
1555,Most of the events are free.,neutral,unpredcitable
1556,"Hey Sarah -- yes, most events are free and hosted at Google. 

Signature events (mostly our conferences like DevFestNYC, or workshops like AndroidCamp and more that we have planned for this year) will have prices clearly marked and are typically hosted at other venues.",negative,unpredcitable
1557,I'll send you an email. I am taking a spot.,positive,unpredcitable
1558,"I want to applaud the support from gdg. Today was an awesome event, well organized and well staffed. I took notes until my hands got tired (until the end) and I'm looking forward too giving my lightning talk soon.",,
1559,"Hello Marco, thanks for coming forward to give lightning talk. Can you please fill this form, which will help us for housekeeping
http://bit.ly/iox-2017-gdgnyc-cfp",positive,unpredcitable
1560,Marco - just a heads up. If you would like to do a lightning talk just let us know the topic so we can add you to the list. It's filling up fast.,negative,unpredcitable
1561,"Hi All -- We were able to finalize our speakers. There is great probability that we still missed to RSVP few members who attend our past events, please feel free to reach out to us and we will work on it. Sorry for our slow responses :-).

As usual, we request our members to update their RSVP their priority change to attend this event.",negative,unpredcitable
1562,"The new system to disqualify people who RSVP, don't show up and can't even be bothered to change their status is pretty fair! To all the organizers, keep doing what you are doing! Your efforts and time are appreciated!",negative,unpredcitable
1563,"For the many years as a member of the various developer groups in NYC with Nitya.  She is always generous with her time, support, and knowledge.",positive,unpredcitable
1564,"My two cents about the organizers, Nitya and Ralph have been wonderful organizers and that is evident from the exponential growth in the people requesting RSVP. The talks and speakers are quite impressive and this won't be feasible without dedicated effort from organizers. So hats off to the team.
~~~Suman",positive,unpredcitable
1565,Hi all -- I don't want to spam folks so just want to address a couple of things that I am reading here:,negative,unpredcitable
