s.no,text,labelled_sentiment,stanford_sentiment,stanford_qa
4649,#twitter #detik PKS Akan Abaikan Kontrak Politik dengan SBY - Partai Keadilan Sejahtera (PKS) masih berada di koalis... http://t.co/BbqFnSzm,irrelevant,negative,unpredcitable
4650,Creo que hoy es mi ultimo día en #Twitter,irrelevant,negative,unpredcitable
4651,"Segun lo que me explicarón, fue victima de un hackeo #Twitter",irrelevant,negative,unpredcitable
4652,#Twitter #Pause Cenare :9,irrelevant,neutral,unpredcitable
4653,Skype: geovannyacaro como en #twitter @geovannyacaro,irrelevant,negative,unpredcitable
4654,Nu doet alleen #twitter het,irrelevant,neutral,unpredcitable
4655,#twitter off me llama mi camita jajaja..,irrelevant,neutral,unpredcitable
4656,Ahhhh mi #twitter no caaargaaaaaa!!!,irrelevant,neutral,unpredcitable
4657,We're hiring! Immediate openings! #socialmedia #facebook #twitter #hiring #job #owner #marketing #networking http://t.co/3LNiJC9U,irrelevant,neutral,unpredcitable
4658,Dime porque demonios existes #Twitter ?! Oh si! Para causarle insomnio a cualquera que pase no?,irrelevant,negative,Q
4659,RT @DKhazhintsev: Губернатор @VShport рассказывает про #twitter #Хабаровск,irrelevant,neutral,unpredcitable
4660,Доброе утро #twitter,irrelevant,neutral,unpredcitable
4661,Ternuritas los que creen me la paso conectado al #twitter no saben de las aplicaciones jajaja #Oaxaca,irrelevant,negative,unpredcitable
4662,#Twitter-Splitter (7) – Gottes Kindergarten: Willkommen in der größten Irrenanstalt der Welt! http://t.co/97ynzVRE via @Salecker,irrelevant,negative,unpredcitable
4663,"jisuis, geral nas festinha acha hype ficar só no telephone téc téc téc, gentem, dá um tempo. #twitter #biscates #feios #sms #aloneinthedark",irrelevant,negative,unpredcitable
4664,"good afternoon #twitter... 
---unkaboggable talaga si # vice ganda sa kanyang # no other horse with @IAmDerekRamsay,Pooh and Chocoleit... :)",irrelevant,negative,unpredcitable
4665,a dormir #twitter off,irrelevant,neutral,unpredcitable
4666,troquei meu avatar do #twitter rs.,irrelevant,negative,unpredcitable
4667,Vuelvo a el #Twitter hasta el 07/11/2011 by _ @LLLF_,irrelevant,neutral,unpredcitable
4668,Ya me esta empezando a Gustar #Twitter!!:DD,irrelevant,negative,unpredcitable
4669,"@LuceroMexico  Ja lu! chiste! en qe se parese papa pitufo al #twitter???
en qe los 2 tienen el pajarito Azul ..!  jaja",irrelevant,negative,unpredcitable
4670,"#nomames esta bien frio el #twitter, casi NAIDE twittea xD.",irrelevant,negative,unpredcitable
4671,"I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/VDYd7QaW",irrelevant,negative,unpredcitable
4672,Google+ to Support Pseudonyms http://t.co/ms1eBXpx #google+ #googlesocialmedia #googleventures #facebook #twitter #socialmediamarketing,irrelevant,neutral,unpredcitable
4673,"RT @NickElPoeta: Saludos a usted que a estás horas sigue en el #facebook y el #twitter..
bendiciones",irrelevant,negative,unpredcitable
4674,#TwitTer Donde la gente Te confiesan Su Vida sin Preguntar. O_o,irrelevant,negative,unpredcitable
4675,Image update &gt;&gt; : AIDS ad campaign : use condoms -  http://t.co/qZqblIZB #funny #humour #twitter,irrelevant,neutral,unpredcitable
4676,checando ... #Facebook  #Twitter,irrelevant,neutral,unpredcitable
4677,que quieren decir las listas en #Twitter???,irrelevant,negative,unpredcitable
4678,Niemiecki rząd uruchomił w środę własny kanał na YouTube - Wiadomosci 24: Niemiecki rząd uruchomił w śr... http://t.co/n6Wp2QZv #twitter,irrelevant,negative,unpredcitable
4679,- Pasen Buenas Noches #Twitter'OFF ♥,irrelevant,neutral,unpredcitable
4680,Luego de haberme acostado ayer a las 4 de la ma?ana... ahora entiendo por que me ta picando el sue?o!! #Twitter!!!! dejame dormiiiirr!!!,irrelevant,negative,Q
4681,Puta! No se por que traje los cuadernos para estudiar a la cama si sigo en #twitter #OhShit! T_T,irrelevant,neutral,unpredcitable
4682,nossa cade o povo desse #Twitter meu deus,irrelevant,negative,unpredcitable
4683,meu #twitter sem graça .   boa noite e beijos :9,irrelevant,negative,unpredcitable
4684,RT @DicasECommerce_: Use o Twitter Profissionalmente! ~ Dicas E-Commerce e Renda Extra!: http://t.co/k6yAfacy #Twitter #Blog #Ecommerce  ...,irrelevant,negative,unpredcitable
4685,Twitter reconoce el éxito de los tweets patrocinados y prepara nuevos formatos publicitarios http://t.co/CkQiNbQb #twitter,irrelevant,negative,unpredcitable
4686,@diegomendesr_  popularizar o  #twitter ?? Tipo ter seguidores é isso???,irrelevant,neutral,Q
4687,"Se que en estos momentos transmiten soy tu fan, cortesía de #twitter y de @aNgEluSrO",irrelevant,negative,unpredcitable
4688,Ya no sé si la noticia del Zoo de Ohio que me llegó a mi cel. fue sacada o no de #twitter... creo que sí,irrelevant,negative,Q
4689,"#Tecnologia, sabias que #twitter genera 250 millones de publicaciones al día http://t.co/CA2dK0xH",irrelevant,negative,unpredcitable
4690,Buenas noches para todos felices sueños muuaahhzz!!! gunaiiii #twitter,irrelevant,negative,unpredcitable
4691,#twitter off.. La cama me llama!!!,irrelevant,neutral,unpredcitable
4692,@Jess_Haddad D; tonces deja el vicio de #Twitter!! xD,irrelevant,negative,unpredcitable
4693,Buenas noches a todos #Twitter off,irrelevant,negative,unpredcitable
4694,RT @NegooHB: Somos 2 Intao @DehTavares que tem o #Twitter #HAHA,irrelevant,negative,unpredcitable
4695,tempat asik buat curhat #twitter,irrelevant,neutral,unpredcitable
4696,RT @teresarod: Tengo lo que a mi me basta para ser feliz #(8) #twitter OFF como? No sabia!!,irrelevant,unpredcitable,Q
4697,"PartyLiveFree #TWITTER FOLLOWERS, #FACEBOOK LIKES, YOUTUBE VIEWS, EMAIL BLASTS, ETC. #getmorefacebookfanpagelikes",irrelevant,negative,unpredcitable
4698,RT @Kcyoungboss: RT @nine_oh SIMPLY DA BEST ON #TWITTER MY TWEEPS @Kcyoungboss @JenniferWarters @TONYTECH818 @Kozak2012 @3010lys @TheLeg ...,irrelevant,neutral,unpredcitable
4699,"mi sobrina ve un perfil sin foto en #twitter  y me dice: ¿¿¿QUIEN ES ESE HUEVO???
""""""JAJAJA,,,,",irrelevant,neutral,Q
4700,@JhodeMrd1 pero siempre pones cosas como pa lee las lea ah? El debe de tener #twitter......Y si no lo es lo va hacer o ya fue tu novio??,irrelevant,negative,Q
4701,#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow #IFollowBack GET A #SHOUTOUT FOR FOLLOWING ME!!,irrelevant,neutral,unpredcitable
4702,Buenas noches #twitter,irrelevant,neutral,unpredcitable
4703,Eita q o povo do #twitter foi todos dormir!!!,irrelevant,negative,unpredcitable
4704,@Yerson_Aponte Que conste quedo en el #Twitter !! xD,irrelevant,negative,unpredcitable
4705,@ACRIS_REYS Agora q estava legal acabou. Deixa eu t perguntar. Como eu popularizo o meu #twitter ? Vc tem dicas?;)*,irrelevant,negative,Q
4706,as indiretaa ta solta hoje nesse #twitter UAHSUAHSUASA' E SO PRA ELA S2,irrelevant,negative,unpredcitable
4707,#Twitter se tarda para cambiar de avatar .-,irrelevant,negative,unpredcitable
4708,Hasta Mañana Que Descansen #Twitter Off !!,irrelevant,negative,unpredcitable
4709,[10/20]何がどうすごい！？ Android4.0の新機能！ ⇒ http://t.co/BUGFa8Xj #twitter,irrelevant,neutral,unpredcitable
4710,ぺんてるのデジタルペン、オーリッド社のクラウド型テキスト化サービスと連携 ～スマートフォンからの操作で、手書きのデジタル化から、テキスト化が完結～（CNET Japan） ⇒ http://t.co/jtdAcA2W #twitter,irrelevant,negative,unpredcitable
4711,lo mejor del #twitter es que ahora ya puedes darle el #pesame a tus #artistas desde tu celularrrrrrr!! #sarcasmo,irrelevant,negative,unpredcitable
4712,Buenas noches  #twitter friends! Me despido q me voy a poner hacer mi tarea de acct  q flojera! Pero no se me permite fail any classes ,irrelevant,negative,unpredcitable
4713,Bueno... #twitter OFF ! .... Mañanaa a casa ensamble con @NatiiGutiierrez & @pinkangel_26. :D !! Bona Noche ♥ :),irrelevant,negative,unpredcitable
4714,Bueno... Mañana Es Un Día Largo Y Agitado ;) #TWITTER OF,irrelevant,negative,unpredcitable
4715,#LaAficion al #Twitter es #Perjudicial para la #SaludMental  . Jaja #SiSeñor @JunsCastro! #Hablamos! #Chao jaja #DileaTuMenteQueDescance...,irrelevant,neutral,unpredcitable
4716,RT @juancamilo890: @Marbelle30 ...Esta familia de #twitter cada vez crece mas y mas rápidamente estas en 71.406 seguidores y estoy segur ...,irrelevant,negative,unpredcitable
4717,Gamit m din pala #twitter now @akosiadrienne haha! (&gt;̯-̮&lt;),irrelevant,negative,unpredcitable
4718,#Twitter Jogo de Brasil x Argentina em Guadalajara é destaque no Twitter - Terra Brasil http://t.co/8kak5aO7,irrelevant,negative,unpredcitable
4719,hahaha los zombies qe usan #twitter cmo chat sn zombienpndejs...hahahahhaha,irrelevant,negative,unpredcitable
4720,@_Pao92 ah bueno!!! jeje ta bn... ps aqui #fb y #twitter . jeje x cierto ya no me sta siguiendo vdd?? :'( ahorita vi mis seguidores y no sta,irrelevant,negative,Q
4721,"RT @Xuuxinha_: o #twitter pedi : no que esta pensando agora ? se fosse pra mim só falar isso, iria ficar escrevendo o dia inteiro milena ...",irrelevant,negative,unpredcitable
4722,"Querida @mamá, te escribo esta #carta para dejarte tranquila, no estoy todo el tiempo en #Twitter. Fav para papá y un RT para ti.",irrelevant,negative,unpredcitable
4723,"Visualiza tus emails, menciones en #twitter, eventos de #facebook y más, desde Centro de notificaciones de #IOS 5 http://t.co/BsFmwKFH",irrelevant,negative,unpredcitable
4724,Buenas Noches que descansen #Twitter #OF ZzzzzZzzzzz,irrelevant,neutral,unpredcitable
4725,Ahora el #Facebook Imita al #Msn y #Twitter :/,irrelevant,negative,unpredcitable
4726,#GoodNightPeople Hasta Mñn #Twitter :B,irrelevant,neutral,unpredcitable
4727,Somos 2 Intao @DehTavares que tem o #Twitter #HAHA,irrelevant,negative,unpredcitable
4728,HABER FACEBOOK por que no entretienes a tu gente para que ya no se nos vaya #TWITTER tanta plebe ¬¬,irrelevant,negative,unpredcitable
4729,Acaso #twitter muestra la mayor parte de lo que pensamos???,irrelevant,neutral,Q
4730,"¿Desde cuándo #Twitter desactivó para todos la opción ""Los RTs de esta persona aparecerán en tu TL""?",irrelevant,negative,unpredcitable
4731,#BOANOITE #TWITTER  . SAINDO \Õ  . #CHUPAFLAMENGO,irrelevant,neutral,unpredcitable
4732,"@IsabelSalazarJ @PremiosTWCo y en el HT #Twitter eres tambn cabeza con 44 votos Isa, tienes lo votos regados con HT #yovotopor tienes 1",irrelevant,negative,unpredcitable
4733,Creo k ya me saldre de #Twitter,irrelevant,neutral,unpredcitable
4734,"ja volto #twitter , vou na cozinha .",irrelevant,negative,unpredcitable
4735,Disculpame #twitter te e tenido algo avandonado este dia,irrelevant,negative,unpredcitable
4736,pues esto fue todo por hoy! ;D bye #FB sigo un rato más por #twitter,irrelevant,negative,unpredcitable
4737,Ya me dieron ganas de iniciar una campaña mediática en #twitter... para mandar al Espinoza al INEA #SóloenMéxico,irrelevant,negative,unpredcitable
4738,"vo sair daki do #twitter já :) só vo ver uns videos aki , e já to indo ,",irrelevant,negative,unpredcitable
4739,Lo Bueno de #twitter es que no cualquier babos@ Tiene . Claro que hay unos casos que.............,irrelevant,negative,unpredcitable
4740,#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @CocaCola_Korea @ThisIsDoyin_,irrelevant,neutral,unpredcitable
4741,lo mejor de #twitter es que no tenes que esperar un monton a que carge tu foto:D♥,irrelevant,negative,unpredcitable
4742,#twitter Off a dormir para no pensar en ti!,irrelevant,neutral,unpredcitable
4743,MEU #TWITTER TA TÃO MOVIMENTADO ;D ai sim em !,irrelevant,negative,unpredcitable
4744,Me Ausenteii por mutivos que me DeixaramTriste mais #Twitter  Estou de Volta uhuruoooo!!!!,irrelevant,negative,unpredcitable
4745,Ya tengo sueño y mañana madrugo DDD: #HastaMañana #TweetOff Pstd: #Twitter produce #insomnio y es tan #Pocesivo e.e #bye !! #siguemeytesigo,irrelevant,negative,unpredcitable
4746,"@Brandon_Solano hahaha, ve pues xD Ok bye' de #twitter ILTSM!' (LL' &lt;3",irrelevant,negative,unpredcitable
4747,"@ayrontrompete Beleza. Mande mesmo por DM , que assim que eu entrar no #twitter. Eu pego e coloco lá no site !",irrelevant,negative,unpredcitable
4748,@elias_elegantes voltoo a gosta do #TWITTER ?,irrelevant,neutral,unpredcitable
4749,Si eso pasa cierro mi cuenta de #twitter! D':,irrelevant,negative,unpredcitable
4750,hahahhaha´ no puedo usar el #twitter por laa compuu,irrelevant,negative,unpredcitable
4751,Saino Aki #Twitter,irrelevant,neutral,unpredcitable
4752,@samixitoledo jajajaja pero no kiere decir q m vas a dejar de hablar adems el mio amore no tiene #Twitter. Jajaja,irrelevant,negative,unpredcitable
4753,Tengo lo que a mi me basta para ser feliz #(8) #twitter OFF,irrelevant,negative,unpredcitable
4754,yo se q el pajarito de #twitter tanbien come maicillo XD,irrelevant,negative,unpredcitable
4755,#Camilokas #Valelokas #Twitter@s y mi #LalyLoka Hasta mañana! Qe tengan lindos! Son increibles! LQM!! Mil bss =),irrelevant,negative,unpredcitable
4756,@AndhixD yaaa hehhe q habras echo toda la tardee mmm no no maaal maaal! Haha oye algo le pasa a mi #twitter ☹,irrelevant,negative,unpredcitable
4757,Quem não tem um #TWITTER que atire a primeira pedraaaa,irrelevant,negative,unpredcitable
4758,deberia de ponerme a leer un libro en lugar de estar perdiendo el tiempo en #fb y #twitter :(,irrelevant,negative,unpredcitable
4759,"Bonjour #twitter , reveil trés difficile pour ma part.. !",irrelevant,neutral,unpredcitable
4760,God morgon #Sverige och #Twitter !,irrelevant,neutral,unpredcitable
4761,Que buenas frases que hay en #twitter me parece que voy a hacer un libro! jaja,irrelevant,negative,unpredcitable
4762,Cualquier contenido en #twitter con palabras u oraciones soez el propietario no se hace responsable por daños a la moral d c/quien! #hedicho,irrelevant,negative,unpredcitable
4763,Buenas noches a todos :) #twitter off,irrelevant,negative,unpredcitable
4764,@nelsonfenc recupere el #twitter para mi #iPODzombi!! #EpicWin de nuevo!!! ;-),irrelevant,neutral,unpredcitable
4765,Quem não tem um #TWITTER que atire a primeira pedra!,irrelevant,negative,unpredcitable
4766,@hiarly iae meu brother .. min siga ae no #twitter .. ta lembrado de min né ?,irrelevant,negative,unpredcitable
4767,"Justo cuando aprendes a usar Twitter, ya no podés salir. #Twitter",irrelevant,negative,unpredcitable
4768,Awwwwr me encanta #Twitter porque por este medio desquito todo mis corajes,irrelevant,negative,unpredcitable
4769,el #twitter es demasiado adictivo $:,irrelevant,neutral,unpredcitable
4770,Use o Twitter Profissionalmente! ~ Dicas E-Commerce e Renda Extra!: http://t.co/k6yAfacy #Twitter #Blog #Ecommerce #Brasil #Marketing,irrelevant,negative,unpredcitable
4771,vou #fazer uma #montagem com minhas #fotos para colocar como #plano de fundo aki no #twitter!!!!!!!!!!!!,irrelevant,negative,unpredcitable
4772,@ferisykes por fi te encuentro en #Twitter :DD,irrelevant,negative,unpredcitable
4773,Quien no ha creado otra cuenta en #twitter para seguirse? Yo si #Mevalehuevo,irrelevant,unpredcitable,Q
4774,"#Twitter, definitivamente... me distraes de mis labores importantes! xD",irrelevant,negative,unpredcitable
4775,RT @JuanJimenez_V: Tan linda #MiN' me arreglo el #Twitter de nuevoooo!! ♥,irrelevant,negative,unpredcitable
4776,#twitter off buenas noches:$,irrelevant,neutral,unpredcitable
4777,"##FB & ##Twitter ##Off! Buenas Nochees(:
Espero verte en mis sueños...
Naah, de todas formas te veo mañana! XD",irrelevant,negative,unpredcitable
4778,JESUS tantos pinches siglos sin escribir en Ti Mi Querido #Twitter&lt;3,irrelevant,negative,unpredcitable
4779,A Dormiir Deskanseeeen sueñen & duermaan ricoo!! :) #Twitter OFF!!,irrelevant,negative,unpredcitable
4780,"@Olsensn osea, #fb no me notificó del inbox de los planes de la boda...por eso uso más el #twitter ¬¬' anyway, ya contesté por fin! =)",irrelevant,negative,unpredcitable
4781,RT @alisalam1990: البايو في تويتر مثل عناوين المنازل لا تكشف عن صاحبها إلا إذا دخلت التايم لاين ، فإما تجد تطابق أو كأنك دخلت بيت عنوانه ...,irrelevant,negative,unpredcitable
4782,Entre al #Twitter solo para desahogarme! :B,irrelevant,neutral,unpredcitable
4783,"#Twitter es como el alcohol: Empiezas por curiosidad, luego socializar, después por diversión y terminas en adicción. / soy ya alcohólico ;)",irrelevant,neutral,unpredcitable
4784,"alejado de #twitter y #facebook mi vida esta vacia, ya ni tiempo tengo de quejarme....",irrelevant,negative,unpredcitable
4785,"·Bueno """"#twitter #OoF q paSen Buenas nOChe...!! @rubioCoTiZe #Acuerdese ya tah buenOh haha xD",irrelevant,negative,unpredcitable
4786,Tengo olvidado mi #twitter :S,irrelevant,neutral,unpredcitable
4787,Tan linda #MiN' me arreglo el #Twitter de nuevoooo!! ♥,irrelevant,negative,unpredcitable
4788,#Twitter Off A Mimir Tempranitoo Muahh Los Quiero A Todos Que Duerman bn,irrelevant,negative,unpredcitable
4789,Típico que el #Facebook a esta hora aburre y el #twitter me desvela,irrelevant,negative,unpredcitable
4790,RT @SaeldesN: @AndeersonF_ è Nóis Indicar eu ai no teu #twitter Pra Galera Seguir Pode Ser ' ?,irrelevant,negative,unpredcitable
4791,De verdd qe si me he sentidoo rara estar un Dia sin mucho #twitter :B,irrelevant,neutral,unpredcitable
4792,"@Angelina_adr Se que Utiliza más Pin que #Twitter & que #Facebook, agrega hay pin: 2178D655",irrelevant,negative,unpredcitable
4793,@AndeersonF_ è Nóis Indicar eu ai no teu #twitter Pra Galera Seguir Pode Ser ' ?,irrelevant,negative,unpredcitable
4794,@adictoTR solo pajas escribis en el #Twitter va jejee,irrelevant,neutral,unpredcitable
4795,Están de flojera los topic tender en #twitter,irrelevant,neutral,unpredcitable
4796,"#iMessage يتجاوز تويتر ويجد رفيقا للمشي قبل 
#Twitter !!
هل الأصدقاء الواقع أقرب من أصدقاء العالم الافتراضي؟",irrelevant,negative,unpredcitable
4797,Porra mo0 cara que nao entro no #TWITTER mais um Salve pra vc's e amanha tem mais flllws pra quem fika  bora laah pra quem vai ksoaksopk,irrelevant,negative,unpredcitable
4798,Google Apps Coming To Google+ ‘Within Days’; Company Taking A ‘Cautious Approach’ To APIs http://t.co/1rgAI0RH #twitter,irrelevant,negative,unpredcitable
4799,Nadie es tan lind@ como en la foto del #twitter y tampoco tan feo como en la foto de la cedula...,irrelevant,negative,unpredcitable
4800,@8_ivonne @1_Ddanille  ahhahahaha noceee asaber porq me llamo y digo ke me cnectara a #twitter pero niiiiii cntestaaaa-!!!,irrelevant,negative,Q
4801,#Facebook y #Twitter me volverán loco! :$!,irrelevant,negative,unpredcitable
4802,Sigue ah @KhrizJoohn  con su nueva cuenta en #Twitter,irrelevant,negative,unpredcitable
4803,@pimentta_qzl  kkkkatat  agora  ame maais  eu amo um tantão que não cabe nesse post do #twitter ...,irrelevant,negative,unpredcitable
4804,"@Andrees_ramos Jajajajaja ya se que etsamos en #Twitter baboso pero yo lo vi en FB, INBOX pues!",irrelevant,negative,unpredcitable
4805,Ala tengo a #twitter asi o mas abandonado :$,irrelevant,negative,unpredcitable
4806,"RT @Azizshalan: تويتر: قريباً بإمكان اي مستخدم الرجوع لتغريداتة القديمة والرسائل الخاصة ايضاً 

#GoodNews
 #Twitter",irrelevant,negative,unpredcitable
4807,RT @Yvandavid: RT @Yonopienso_: RT @Anyelius12: RT @Yonopienso_: RT @Yvandavid: Que lo mataron por #Twitter ya RT @Yonopienso_: ¿Que le  ...,irrelevant,negative,unpredcitable
4808,@adrianosabino2 Maagiina amoor! Tavaa #Off esses diias akii noo #Twitter meesmoo! fiica triste cmg naaum taa?,irrelevant,negative,Q
4809,Un generador de partículas subatomicas marca Acme es mas divertido que ver a una mosca dormir... #hedicho #Twitter #Off,irrelevant,negative,unpredcitable
4810,#ok #NoEntiendo todo esto del #Twitter pero ya tengo el mío... SIGANME los buenos #FF #Followers,irrelevant,negative,unpredcitable
4811,"#twitter casi no te pelo, lo siento u.u JAJA",irrelevant,negative,unpredcitable
4812,@DesirePoulain Ya vi que si le entendiste al #Twitter :D,irrelevant,neutral,unpredcitable
4813,RT @Yonopienso_: RT @Anyelius12: RT @Yonopienso_: RT @Yvandavid: Que lo mataron por #Twitter ya RT @Yonopienso_: ¿Que le paso a Osmel?xD.,irrelevant,unpredcitable,Q
4814,RT @MizzSpicey: #TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @DrunkedOutTeezy,irrelevant,neutral,unpredcitable
4815,RT @Anyelius12: RT @Yonopienso_: RT @Yvandavid: Que lo mataron por #Twitter ya RT @Yonopienso_: ¿Que le paso a Osmel?xD.,irrelevant,unpredcitable,Q
4816,@Unipamplona las clases empiezan el 24 de octubre ?... Espefifiquen en los 140caracteres del #twitter no coloquen enlaces que no abren..,irrelevant,negative,unpredcitable
4817,"@raellenkoga_ kk , isso porque eu ttinha #twitter antes de você, mais ttinha esqueciido de tudo :S kkkkkkk",irrelevant,negative,unpredcitable
4818,Mi nuevo amor #Twitter *O* Facebook qedo atras! :DD Lo cerrare despues de mi cumpleaños & me qedare con twatter para 100pre! ^^ (:,irrelevant,negative,unpredcitable
4819,Los 10 nuevos mandamientos de #Twitter http://t.co/1B8iNhTV @entrebits_com,irrelevant,negative,unpredcitable
4820,#ooff #TWITTER     NOS VEMOS,irrelevant,neutral,unpredcitable
4821,@JonathanGodin Je crois que #Twitter devra ajuster ces petit problèmes désagréable !,irrelevant,negative,unpredcitable
4822,#twitter me esta absorbiendo D:,irrelevant,neutral,unpredcitable
4823,@Marbelle30 ...Esta familia de #twitter cada vez crece mas y mas rápidamente estas en 71.406 seguidores y estoy seguro que serán muchos mas.,irrelevant,negative,unpredcitable
4824,"""Mejorar la calidad de la educación"" A la señora ministra le bastaria los 140 caracteres de #twitter para explicar su grandiosa reforma.",irrelevant,negative,unpredcitable
4825,RT @igobythenameofA: #Follow2gain #Followme #1000ADAY #TEAMFOLLOWBACK #twitter #200aday #500aday #Followme #f4f #ff #tl #INSTANFOLLOWBAC ...,irrelevant,neutral,unpredcitable
4826,"@tryladis bienvenida a #Twitter que bueno tenerte por aquí, esto es genial  :)",irrelevant,negative,unpredcitable
4827,A mi #twitter le pica.,irrelevant,neutral,unpredcitable
4828,RT @icurioso: La famosa frase “ME LO DIJO UN PAJARITO” ya tiene sentido gracias a #Twitter!,irrelevant,negative,unpredcitable
4829,"Excelente mi Ranking Global en #Twitter estoy entre  4,551 de 18,299,114 :o Gracias a Ustedes y a sus RT y en Venezuela estoy de #250 yes Sr",irrelevant,negative,unpredcitable
4830,#TRUE RT @ELDESTRIPAPUTAS YO SOY LO MAS CABRON QUE HA NACIDO EN #TWITTER .. QUIEN ES TWITTERO ANTIGUO LO SABE DESDE NOVIEMBRE DEL 2010,irrelevant,neutral,unpredcitable
4831,RT @Yonopienso_: RT @Yvandavid: Que lo mataron por #Twitter ya RT @Yonopienso_: ¿Que le paso a Osmel?xD.,irrelevant,unpredcitable,Q
4832,#Fcbk empieza a agregar nuevas aplicaciones volviendose cada vez mas obsoleto y aburrido... #Twitter es mejor que #fcbk #hedicho #jum,irrelevant,negative,unpredcitable
4833,Llega un momento que #twitter es tu desahogo,irrelevant,negative,unpredcitable
4834,jajajaja ;)  ps q mas se hace En #Twitter @PilarGarciaM,irrelevant,negative,unpredcitable
4835,@matudelatower Se dieron cuenta que si ponen la T de #Twitter dada vuelta queda la F de #Facebook?  // PLOP PLOP PLOP,irrelevant,negative,unpredcitable
4836,"Mañana entro hasta las 9:30 así q quiero dsvelarme, platiquenme lo q sea o al menos diganme qn sta n #twitter, den alguna señal de vida !!!",irrelevant,negative,unpredcitable
4837,De regreso al mundo #Twitter,irrelevant,neutral,unpredcitable
4838,Se dieron cuenta que si ponen la T de #Twitter dada vuelta queda la F de #Facebook?,irrelevant,negative,unpredcitable
4839,tava fazendo o #twitter da minha irmã kkk,irrelevant,negative,unpredcitable
4840,Nada como darle vida de nuevo a mi #twitter...,irrelevant,negative,unpredcitable
4841,Vou Dormir . Boa Noite Galera Do #Twitter E Do #Facebook,irrelevant,negative,unpredcitable
4842,RT @IsmaelitoDrums: VolviiendoO Ah #Twitter .! haha Diios Les Bendiiga,irrelevant,negative,unpredcitable
4843,"@TebanRk @criszambrano23 oí a estos menes ome, cuando he dicho ""jajaja, patos?"" en el #twitter?... Jamás!!",irrelevant,unpredcitable,Q
4844,Que según un humano puede decir 4800 palabras en 24 horas... Y cuando no hay con quien vomitarlas todas?? A cierto el chat o #twitter,irrelevant,negative,Q
4845,"@melo_gabby Sao os assuntos mais comentados do mundo no #Twitter. Mas o que eu queria que vc visse, nao ta mais la.",irrelevant,negative,unpredcitable
4846,"HAHAHA, éee ne pelo #twitter, até #garotanachuva canta beeem, #kkk,!  voo grava uma  shamada de vooz pra voce ouvir! tenho mt sucesso ! #kkk",irrelevant,negative,unpredcitable
4847,RT @ELDESTRIPAPUTAS: YO SOY LO MAS CABRON QUE HA NACIDO EN #TWITTER .. QUIEN ES TWITTERO ANTIGUO LO SABE DESDE NOVIEMBRE DEL 2010,irrelevant,neutral,unpredcitable
4848,Bienvenida a #twitter @adyalessio asi q @christianstraw @afetati @Zul3Rivera den #Follow please!! X q hubo un error d dedo hace un rato!!,irrelevant,negative,unpredcitable
4849,YO SOY LO MAS CABRON QUE HA NACIDO EN #TWITTER .. QUIEN ES TWITTERO ANTIGUO LO SABE DESDE NOVIEMBRE DEL 2010,irrelevant,neutral,unpredcitable
4850,probando la videollamada en facebook......buenooooo en esto si le ganaron a #Twitter........,irrelevant,negative,unpredcitable
4851,@melkoff pues bienvenida vas a ver que pronto le encontraras sentido   es la onda el #twitter,irrelevant,negative,unpredcitable
4852,#Osea jajaja me entero que ahora en el #Twitter se blokea gente mis supuestros primos me blokearon #Lol,irrelevant,negative,unpredcitable
4853,@luhhcavalcante Aqui no #Twitter num pode dizer ne?  tudo bem...  depois vc me conta das cachaça. ahuahauahuahuahuahau,irrelevant,negative,Q
4854,@IrinaAlfonzo por eso siempre he dicho! El #FB es para q todos vean lo q haces y chismeen y el #Twitter es mas #informativo,irrelevant,negative,unpredcitable
4855,me encanta la pareja de @lari_riquelme en el #bailando2011! pasame su #twitter!,irrelevant,neutral,unpredcitable
4856,@alegarcia001. Feliz aniversario !!! Que sean muy felices juntos y que cumplan muchos años mas !!!! Jajaja #twitter,irrelevant,negative,unpredcitable
4857,#yoconfieso que llevo 2 dias fuera de #twitter y mi vida no ha sido la misma. Los extrané ,irrelevant,negative,unpredcitable
4858,"RT @iTuSabias: Aléjate de las redes sociales si acabas de terminar una relación, en #Twitter leerás las razones y en #Facebook verás por ...",irrelevant,neutral,unpredcitable
4859,RT @CarsiMeister: Lite para que sirve despues de todo si tengo a #Twitter,irrelevant,negative,unpredcitable
4860,Na real vou sair do #Twitter!!,irrelevant,neutral,unpredcitable
4861,"@EilsonOliveira a roupa num tira , mais os dedos no #twitter heheh #saudades",irrelevant,negative,unpredcitable
4862,RT @Yvandavid: Que lo mataron por #Twitter ya RT @Yonopienso_: ¿Que le paso a Osmel?xD.,irrelevant,unpredcitable,Q
4863,Che a alguien le gusta mi nuevo fondo o mi icono de #twitter ? :o,irrelevant,negative,unpredcitable
4864,Ta medio tela hoy el #twitter #twitteroff & goodnight 4 everyone!,irrelevant,negative,unpredcitable
4865,@Mayra_Moreno1 #congrats ya sabes usar #twitter jajajaja #loveu,irrelevant,neutral,unpredcitable
